ID,Position,Scouting Report Sentence(s),Race
1,QB,Positiv Nonadlt IndAdj Virtue Ovrst EVAL  Object Tool,W
1,QB,ComForm EnlOth EnlTot FormLw Object Tool ,W
1,QB,Strong Power Active Milit POLIT Role HU PowAuPt PowTot Know Strong Ovrst Perceiv Negate SureLw  Positiv Pstv Strong Power Pleasur EMOT Ovrst WlbPsyc WlbTot,W
1,QB,Power ECON Polit@ POLIT COLL HU PowAuPt PowTot Active Solve IAV Positiv Nonadlt IndAdj Know,W
1,QB,Quan Negativ Ngtv Hostile Strong Vice COM EndsLw Positiv Pstv Strong Power Virtue MeansLw Solve DAV TrnGain Negativ Ngtv Strong Active NatrPro PowOth PowTot Positiv Nonadlt IndAdj Ovrst Quan,W
1,QB,Hostile Strong EVAL Quality PLACE Region Passive SocRel IAV,W
1,QB,Positiv Virtue ComForm Eval@ IndAdj EnlOth EnlTot Positiv Affil Strong IndAdj,W
1,QB,ABS DIST Space TimeSpc Time@ Positiv Pleasur EMOT Undrst Active Solve IAV EnlGain EnlTot Object Tool,W
1,QB,Positiv Pstv Weak Virtue EVAL Object Tool Passive Fall DAV Time@ Space Object BldgPt,W
1,QB,ECON Polit@ POLIT PLACE Region PowOth PowTot Rel IAV Positiv Pstv Affil Active Virtue EVAL MeansLw Time@ Space Active Solve IAV TimeSpc,W
1,QB,Quality PLACE Route Object Tool Negativ Ngtv Weak Passive Fall IAV NegAff,W
1,QB,Positiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTot Space Positiv Pstv Ovrst Rel Affil Active SocRel IAV AffGain AffTot,W
1,QB,Negativ Ngtv Vice NegAff Affil Active SocRel IAV AffGain AffTot Passive SocRel IAV Space,W
1,QB,Positiv Strong Virtue EVAL Abs@ ABS MeansLw Positiv Pstv Virtue EVAL WltOth WltTot Ovrst Time@ NegAff Power Active Travel Time@,W
1,QB,Hostile Strong Power Active Milit SocRel IAV PowCon PowTot Arousal EndsLw Positiv Pstv Virtue WlbPhys WlbTot Active Solve IAV EnlGain EnlTot Quality,W
1,QB, PowOth PowTot Strong Active Fetch IAV TrnGain Affil Active SocRel IAV AffGain AffTot Passive Stay IAV,W
1,QB,Vary TranLw Hostile Strong Power Active Milit SocRel IAV PowCon PowTot Space  Quality,W
1,QB,Positiv Pstv Strong Power Virtue MeansLw Vary TranLw Active Passive Arousal Negativ Ngtv Passive Need EndsLw,W
1,QB,Undrst Causal Negate Weak Time@ TimeSpc,W
1,QB,Strong Active Fetch IAV TrnGain Strong Active Exert IAV TranLw,W
1,QB,Positiv Pstv Strong Goal MeansLw Strong EVAL Quality Positiv Nonadlt IndAdj Strong Active Exert Abs@ ABS TranLw ,W
1,QB,Negativ Ngtv Hostile Strong Active Vice Eval@ IndAdj Negativ Ngtv Vice EnlOth EnlTot IAV EndsLw Positiv Complet Quan Submit Active ComForm DAV AffGain AffTot,W
1,QB,Negativ Ovrst Legal Role HU SklPt SklTOT Negativ ComForm Perceiv Positiv Pstv Virtue WlbPhys WlbTot,W
1,QB,Positiv Nonadlt IndAdj Strong Power Active Exert IAV PowOth PowTot Strong Active Rise IAV,W
1,QB,Negativ Ngtv Hostile Active SocRel PowCon PowTot Positiv Active ComForm Solve IAV Econ@ ECON ComForm COM FormLw Object ComnObj,W
1,QB,Active Fall DAV Strong Active Means TrnGain,W
1,QB,Positiv Pstv Strong Active Virtue TrnGain Affil Active SocRel IAV AffGain AffTot Submit Passive Role HU Ritual,W
1,QB,Active Exprsv Travel DAV TranLw Affil Active SocRel IAV AffGain AffTot Passive Arousal EndsLw,W
1,QB, Negativ Ngtv Weak Passive Vice WlbPhys WlbTot Power Role HU EnlPt EnlTot Affil Active SocRel IAV AffGain AffTot  Space Weak Undrst FREQ TimeSpc,W
1,QB,Solve IAV Strong Space Space,W
1,QB,Negativ Ngtv Passive Need EndsLw Rel IAV TranLw Passive Fall DAV  Active Exprsv Role HU SklPt SklTOT,W
2,QB,Strong Ovrst Quan DIM Active Space Positiv Pstv Virtue Econ@ ECON WltOth WltTot Positiv Nonadlt IndAdj Positiv Pstv Virtue EVAL SklOth SklTOT,NW
2,QB,Positiv Pstv Strong Virtue EVAL SklOth SklTOT Quan,NW
2,QB,Positiv Pstv Affil Strong Passive Object ComnObj COM EndsLw Strong Virtue EndsLw Positiv Complet Quan,NW
2,QB,Hostile Strong Power Active Milit SocRel IAV PowCon PowTot Strong Power Active SocRel IAV Positiv Affil Active Causal IAV Positiv Active Ovrst IAV Affil Active SocRel IAV AffGain AffTot Space Active Travel TranLw,NW
2,QB,,NW
2,QB,Active Econ@ Role HU EnlPt EnlTot   Vary TranLw Hostile Strong Power Active Milit SocRel IAV PowCon PowTot Space Negativ Ngtv Passive Need EndsLw,NW
