ID,Position,Scouting Report Sentence(s),Race
1,QB,"Played rare volume of high-leverage games as three-year starter,  86-4 record as a starter dating back to high school",W
1,QB," Commanding presence with unmistakable air of confidence,  Elite size, athleticism and play traits",W
1,QB," Dual-threat capabilities will add to his explosive play totals,  Speed, wiggle and toughness for zone-read and called runs",W
1,QB," Understands how to protect himself,  Feet stay calm when working from pocket",W
1,QB," Subtle pocket slides to stay pass-ready and on platform,  Internal clock helps him stay on schedule",W
1,QB," High-level escapability when pocket collapses,  Pinpoint accuracy on basic throws",W
1,QB," Sticks short throws into run-ready placement,  Ability to generate sudden torque for drive velocity",W
1,QB," Arm to challenge safeties and work into tight windows,  Willing to take punishment to deliver throw with poise",W
1,QB," Alters arm slot to sling it around incoming bodies,  Capable of altering touch and trajectory when needed",W
1,QB," Unlikely to opt-out into checkdown prematurely,  Delivers lasers to the back shoulder",W
1,QB," Benefits from heavy play-action and quick game,   Offense limited amount of full-field reads asked of him",W
1,QB," Inconsistent eye manipulation of safeties,  Play can become frenetic when pressure arises",W
1,QB," Struggled deciphering blitz and coverage packages against Virginia Tech,  Has ball dip in his passing delivery",W
1,QB," Can improve in throwing receivers open,  Sailed a few more throws than expected",W
1,QB," Will make ill-advised throw over taking sack on occasion,  Average deep-ball placement",W
1,QB," Will need to incorporate a slide into his game as a runner,  Threw an interception in five of his last six games",W
2,QB,"Enormous jump in production and play quality in 2020,  Outstanding 11:1 touchdown-to-interception ratio in 2020",NW
2,QB," Offers potential as full-field reader,  Arm looked substantially more lively in 2020, with highlight-reel throws on the move",NW
2,QB," Slick ball-handler in quick game and RPOs,  Twitchy operation time to get it out and easily alters arm slot if needed",NW
2,QB," Generates sudden drive velocity for seam throws,  Throws with some accuracy working off-platform",NW
2,QB," Sticks throws into Cover 2 windows with great conviction,  Unafraid of making tight-window challenges",NW
2,QB," Gives big targets a chance to make plays on 50/50 balls,  Deep and intermediate accuracy (54% and 68%, according to PFF) was outstanding",NW
2,QB," Feels pressure bearing down off the edge,  Able to make subtle pocket slides and stay throw-ready",NW
2,QB," Athletic play extender with big-play mindset outside the pocket,  Has mobility to keep defenses honest",NW
2,QB," Level of competition allowed for ""bombs away"" mindset in 2020,  Struggled with accuracy and decision-making against Coastal Carolina",NW
2,QB," Carries ball down by waist as pocket scanner,  Has tendency to over-stride and sail throws at times",NW
2,QB," Hero ball needs to be dialed back a bit,  Passed up on the easy throw to take the harder throw",NW
2,QB," Doesn’t work with enough anticipation as a passer,  Will baby throws, forcing open receivers to break stride",NW
2,QB," Ill-advised throws under pressure turned into interceptions in 2019,  Went 2-4 against top-25 teams during his career",NW
3,QB,"Film junkie with high football IQ and an NFL frame,  Makes calls to set his own protections",NW
3,QB," Bouncy feet for accelerated pocket setups,  Play-fake aficionado from under center, causing defenders to consistently bite",NW
3,QB," Passing scheme encourages full-field reads,  Processes progressions very quickly and can work to his fourth read when protected",NW
3,QB," Able to mentally recalibrate his attack when play comes off schedule,  Taking care of the football is a priority for him",NW
3,QB," Rarely takes bait against zone defenders and safeties looking to pounce,  Compact, twitchy release partially mitigates his windup",NW
3,QB," Makes attempt to throw targets away from coverage,  Adequate anticipation on timing routes",NW
3,QB," Makes quality touch throws into sideline buckets and over linebackers,  Knows his way around pocket and can make sudden escapes",NW
3,QB," Above-average speed, athleticism and power when he’s on the move as a runner,  Able to move the chains in a variety of ways",NW
3,QB," Highly inexperienced with just 318 pass attempts under his belt,  Will be 20 years old at the time of the 2021 draft",NW
3,QB," Gets a little lackadaisical with his feet in quick game,  Needs to trust his pocket",NW
3,QB," Has a tendency to void pocket rather than sliding and surveilling,  Pressure pulls his attention from deliverable throws",NW
3,QB," Needs to become more decisive and trust his eyes,  Leaves lower half behind, diminishing his drive velocity",NW
3,QB," Occasionally leaves explosive plays on the field by not getting it out on time,  Leaves too many deep balls short, allowing defenders to challenge",NW
3,QB," Can be overly cautious,  Needs to get his slide game up and minimize collisions as a runner",NW
4,TE,"Challenging matchup who might require specialty defenders,  Rare combination of size, speed, athleticism and elite ball skills",NW
4,TE," Puts in work on all three levels as pass catcher,  Allows offense to align him into mismatches against static coverage schemes",NW
4,TE," Keeps defender on the back foot with alterations of route speed,  Clever workarounds in space without getting slowed",NW
4,TE," Quick accelerator to explode past off-man near the line,  Turn burst and long strides create instant separation for quarterback",NW
4,TE," Hand chops dislodge grabby defender inside the route,  Quick to locate and track the throw while maintaining positioning",NW
4,TE," Tremendous poise with laser-sharp focus on contested catches,  Clears catch space suddenly with subtle hand-fighting",NW
4,TE," Body control and timing make time stand still as airborne baller,  Should consistently win back-shoulder and red-zone looks",NW
4,TE," Catches with strong, soft hands and consistent extension,  Eliminated his focus drops in 2020",NW
4,TE," Good effort in trying to stay connected to the block,  Leggy into route breaks and can improve short-area footwork",NW
4,TE," Doesn’t throw many fakes to knock coverage off the scent,  Mass and core strength missing for in-line blocking",NW
4,TE," Struggles to sustain at the point of attack,  Needs to work with inside hands when taking on defenders",NW
4,TE," Below-average instincts as a lead blocker in space,  Injury history will require examination, as he suffered a concussion in 2020",NW
5,WR,"Well-built lower body and good weight-room worker,  Smooth, subtle and explosive",NW
5,WR," Eight touchdown catches of 50-plus yards in 2019,  Blistering vertical acceleration to separate from stunned cornerbacks",NW
5,WR," Hand fighting distances him from coverage,  Ball-tracking and downfield adjustments are rare",NW
5,WR," Graceful sky-walker with high-point agility,  Posters full of defenders who tested him on 50-50 balls",NW
5,WR," Already dragging two feet inbounds on sideline catches,  Turns scramble situations into big plays for his offense",NW
5,WR," Could require scheme help for opposing corners in the future,  Ball magnet with sticky hands",NW
5,WR," Able to make hands catch-ready in an instant,  Instinctive body positioning on contested catches",NW
5,WR," Spears throws outside his frame with natural adjustments,  Big-play speed to the house on slants and over routes",NW
5,WR," Average short-area foot quickness in release and route breaks,  Upright target who can be too easy to disrupt by press",NW
5,WR," Needs to play to his true speed more consistently,  Relies upon athletic gifts and can be nonchalant with routes",NW
5,WR,""" Doesnt create enough cornerback tilt out of stems and turns"",  Route trees have been fairly basic",NW
5,WR," Slow gathering and opening on comebacks and zone beaters,  Blocking could stand to improve",NW
6,WR,"Cheat-code speed to terrify a defense,  Eleven of 20 career touchdowns went for 50-plus yards",NW
6,WR," Toys with coverage by altering route speed frequently,  Impossible to stick with on crossing routes",NW
6,WR," Agile hips to snap off crisp breaks,  Sells the double moves",NW
6,WR," Impressive fluidity to maintain speed through transitions,  Lower-body strength helps to battle against route bullies",NW
6,WR," Specializes in accessible routes on all three levels,  Early to find and adjust to the deep ball",NW
6,WR," Runs through the throw rather than reaching and slowing prematurely,  Obliterates would-be tackle angles with the ball in his hands",NW
6,WR," Glides, leaps and snares the ball in mid-air,  Puts up a good fight as a blocker",NW
6,WR," 19, 3-yard career punt return average with two touchdowns",NW
6,WR," Coming off ankle injury,  Never really tested by coverage in 2020",NW
6,WR," Will default to body catches on occasion,  Had drops when ball was on top of him quickly out of breaks",NW
6,WR,""" Hasnt faced too much press"", "" Hasnt faced too much press""",NW
7,OT,"Twenty years old with potential for growth Considered vocal game day leader in 2019 Exceptionally gifted athlete Explodes out of stance and into lateral angles/blocks that others can’t make Always going to find top positioning as move blocker Springs into action to seal play-side edge on outside zone Change-of-direction talent for rare second-level radar and connect rate Can be a very violent striker on second level, Helped spring long touchdowns with blocks in space Hip torque to displace defender and widen off-tackle rushing lanes Fleet feet to greet edge burners at the turn Flashes above-average short-set potential Has hips and feet to make challenging recovery blocks when beaten Keeps hands active with punch and re-set Hitches a ride and redirects rush beyond his quarterback Average body type and play strength",NW
7,OT," Pad level and outside hands diminish his drive power,  Tendency to pop and fall off rather than clinch up and control with hands",NW
7,OT," Would like to see him run feet through contact and finish consistently,  Needs to improve upper-body strength",NW
7,OT," Inconsistent securing base blocks and redirecting rushers on his edges,  Punch lacks commitment, allowing rushers to separate",NW
7,OT," Pass pro will benefit once he gets hands and feet in sync,  Needs to develop a stronger outside hand in protection",NW
7,OT," Leaves feet behind at times when attempting to mirror inside moves,  Scouts say work ethic needs to improve",NW
8,CB,"Comes from NFL bloodline,  Steps on the field with prototypical dimensions",NW
8,CB," Plays to his size with physical man coverage,  Experienced moving coverage from outside to slot",NW
8,CB," Capable of playing in a variety of coverage schemes,  Press punch is well-timed and executed on balanced platform",NW
